Time (sec)," ""R1 R1"""," ""R2 R1"""," ""R3 R1"""," ""R4 R1"""," ""R5 R1"""," ""R6 R1"""," ""R7 R1"""," ""R8 R1"""," ""R9 R1"""," ""R10 R1"""," ""R11 R1"""," ""R12 R1"""," ""R13 R1"""," ""R14 R1"""," ""R15 R1"""," ""R16 R1"""," ""R17 R1"""," ""R18 R1"""," ""R19 R1"""," ""R20 R1"""," ""R21 R1"""," ""R22 R1"""," ""R23 R1"""," ""R24 R1"""," ""R25 R1"""," ""R26 R1"""," ""R27 R1""",LED 5 s,LED 10 s,LED 2.5 s,LED 1 s,,
174.48,0.225336,0.223954,0.21965,0.232735,0.186235,0.193076,0.182652,0.179292,0.168953,0.188728,0.19013,0.221765,0.222948,0.226559,0.186619,0.211069,0.239482,0.208735,0.194205,0.199606,0.19683,0.195986,0.20982,0.246874,0.173754,0.195429,0.173391,0,0,0,0,,
176.48,0.226403,0.225259,0.218388,0.231583,0.187412,0.193162,0.181591,0.17923,0.167928,0.188307,0.190271,0.21964,0.221794,0.226015,0.185006,0.211585,0.241116,0.207659,0.194628,0.201279,0.194925,0.19414,0.209102,0.247131,0.173421,0.195597,0.175671,0,0,0,0,,
178.48,0.225534,0.224722,0.219891,0.232749,0.188024,0.190622,0.182894,0.178057,0.167935,0.189972,0.189246,0.218127,0.223284,0.224711,0.185376,0.211017,0.240212,0.209297,0.192727,0.199402,0.197278,0.194794,0.20899,0.245745,0.173928,0.194225,0.174975,0,0,0,0,,
180.86,0.228183,0.223035,0.217497,0.233157,0.187043,0.192283,0.182205,0.1804,0.167876,0.188213,0.188667,0.219558,0.223172,0.225855,0.186994,0.210423,0.239,0.206975,0.19188,0.201168,0.198397,0.195547,0.209879,0.246935,0.173916,0.194559,0.175508,0,0,0,0,,
182.86,0.226529,0.226417,0.21923,0.233889,0.187479,0.193373,0.181865,0.180428,0.169594,0.190738,0.190125,0.219004,0.223933,0.227486,0.185788,0.211872,0.239086,0.206451,0.194398,0.20107,0.198179,0.196873,0.207693,0.245462,0.174964,0.195794,0.175259,0,0,0,0,,
184.86,0.22594,0.222557,0.219337,0.234124,0.186298,0.19294,0.182488,0.179724,0.168438,0.188931,0.188865,0.217285,0.219706,0.225375,0.186324,0.211028,0.240091,0.208442,0.193592,0.198858,0.196583,0.194831,0.207924,0.245767,0.173696,0.193907,0.17541,0,0,0,0,,
186.86,0.2254,0.224258,0.220274,0.232177,0.186688,0.192668,0.183143,0.179564,0.169377,0.189014,0.187728,0.220005,0.217231,0.226184,0.186886,0.211797,0.239308,0.207858,0.193242,0.200648,0.197539,0.195994,0.20908,0.24508,0.174478,0.195828,0.175176,0,0,0,0,,
188.99,0.227689,0.225477,0.218991,0.232883,0.185338,0.19327,0.183512,0.178667,0.169733,0.189725,0.188104,0.221319,0.215673,0.226557,0.18527,0.210898,0.240001,0.207658,0.193904,0.200722,0.19718,0.194796,0.207573,0.244131,0.174294,0.193944,0.177062,0,0,0,0,,
190.99,0.224535,0.224409,0.220105,0.232886,0.185074,0.192648,0.183678,0.17902,0.168671,0.189439,0.18855,0.217833,0.213323,0.223147,0.186956,0.21154,0.237141,0.206918,0.193498,0.199556,0.194811,0.195258,0.207104,0.244438,0.174138,0.194548,0.176602,0,0,0,0,,
192.99,0.226233,0.226336,0.219393,0.233037,0.185042,0.193277,0.184127,0.180939,0.168732,0.189772,0.18732,0.220045,0.215595,0.224047,0.186607,0.211174,0.237508,0.207884,0.193641,0.200859,0.195363,0.196079,0.206157,0.243417,0.175142,0.195816,0.178086,0,0,0,0,,
194.99,0.226319,0.224463,0.218202,0.231957,0.185579,0.1918,0.182632,0.178831,0.167492,0.188468,0.185454,0.216596,0.219096,0.222869,0.185714,0.208088,0.235592,0.205487,0.193142,0.197743,0.196282,0.194686,0.205288,0.240594,0.173942,0.195721,0.177321,0,0,0,0,,
196.99,0.224634,0.223298,0.219493,0.233083,0.184427,0.193449,0.180234,0.179633,0.168066,0.187237,0.186729,0.218842,0.221512,0.219933,0.186071,0.207163,0.23588,0.206752,0.192058,0.199911,0.194621,0.194903,0.203734,0.23965,0.17414,0.196236,0.177971,0,0,0,0,,
198.99,0.228156,0.227012,0.218363,0.231947,0.185049,0.195091,0.18273,0.182388,0.168453,0.189944,0.187384,0.220709,0.223097,0.221596,0.187184,0.207955,0.233055,0.207225,0.191086,0.203273,0.195321,0.194679,0.206376,0.240009,0.175608,0.197575,0.180268,0,0,0,0,,
200.99,0.226328,0.224864,0.220609,0.233543,0.18554,0.195171,0.1838,0.182212,0.170406,0.190803,0.187508,0.220967,0.222998,0.224761,0.18919,0.207996,0.234839,0.208309,0.192814,0.202219,0.196343,0.192783,0.206207,0.239603,0.176057,0.199787,0.181656,0,0,0,0,,
202.99,0.214697,0.212231,0.210014,0.220394,0.175519,0.182608,0.170594,0.169711,0.159019,0.177145,0.17565,0.208486,0.210363,0.212146,0.177055,0.194949,0.220494,0.194733,0.179905,0.190338,0.18272,0.183105,0.193981,0.224362,0.165661,0.185207,0.17089,0,0,0,0,,
204.99,0.215463,0.213272,0.210648,0.220265,0.174454,0.181995,0.173141,0.170656,0.158536,0.177618,0.17575,0.206877,0.208733,0.211254,0.17569,0.194934,0.218156,0.193938,0.180171,0.190011,0.182647,0.182326,0.193189,0.223273,0.165601,0.185673,0.16673,0,0,0,0,,
206.99,0.21392,0.213448,0.208253,0.220946,0.17479,0.180963,0.172562,0.169452,0.157816,0.177465,0.174935,0.205315,0.205632,0.20903,0.176318,0.193111,0.219114,0.193703,0.179364,0.188516,0.183495,0.181104,0.192015,0.221252,0.165668,0.184731,0.164647,0,0,0,0,,
208.99,0.213379,0.212649,0.208216,0.223633,0.174854,0.181605,0.172355,0.1708,0.15953,0.179008,0.176077,0.206249,0.205562,0.211558,0.175539,0.19498,0.21844,0.192987,0.180651,0.188645,0.181175,0.181251,0.191425,0.222591,0.165435,0.184868,0.169635,0,0,0,0,,
211.04,0.22482,0.224058,0.216953,0.232979,0.182909,0.190026,0.180687,0.177355,0.166843,0.188781,0.184111,0.213461,0.214295,0.220709,0.184166,0.204309,0.226286,0.20242,0.189244,0.196592,0.190127,0.191023,0.200249,0.229652,0.173058,0.194999,0.179063,0,0,0,0,,
213.04,0.222303,0.222022,0.217095,0.230331,0.183382,0.190379,0.180591,0.178075,0.167783,0.187988,0.185055,0.213485,0.213891,0.221074,0.184695,0.203789,0.226671,0.202852,0.186979,0.197404,0.187467,0.190863,0.199541,0.229221,0.173401,0.194648,0.183398,0,0,0,0,,
215.04,0.220716,0.217702,0.212991,0.22597,0.180956,0.187418,0.177869,0.176657,0.164942,0.183491,0.181146,0.214709,0.209999,0.216339,0.181969,0.20013,0.221871,0.198898,0.183001,0.193131,0.184133,0.18621,0.197531,0.224384,0.170962,0.192389,0.184951,0,0,0,0,,
217.04,0.22099,0.221139,0.21467,0.230667,0.183935,0.190116,0.179434,0.178129,0.166486,0.186658,0.183629,0.217099,0.210405,0.217805,0.182498,0.200637,0.220479,0.198762,0.183838,0.195603,0.185067,0.187515,0.197633,0.224095,0.171213,0.191039,0.189826,0,0,0,0,,
219.04,0.22204,0.220356,0.214378,0.229508,0.181187,0.1867,0.179252,0.178294,0.166844,0.185865,0.182082,0.21515,0.210186,0.217985,0.183358,0.19991,0.218435,0.199009,0.183237,0.195503,0.185368,0.186246,0.196596,0.224914,0.172779,0.191937,0.188552,0,0,0,0,,
221.04,0.22291,0.222215,0.216868,0.229926,0.182013,0.188532,0.179791,0.178156,0.166502,0.186398,0.183253,0.214202,0.212002,0.218581,0.18511,0.200161,0.219451,0.200638,0.183587,0.196335,0.183781,0.185663,0.196937,0.223013,0.173116,0.192116,0.189091,0,0,0,0,,
223.04,0.223563,0.21929,0.215763,0.229028,0.181933,0.186399,0.180502,0.178031,0.165705,0.185449,0.181204,0.212774,0.209746,0.216706,0.182688,0.196307,0.216726,0.198133,0.183144,0.194643,0.18362,0.183637,0.195585,0.222121,0.173041,0.19142,0.191562,0,0,0,0,,
225.04,0.223726,0.219164,0.217485,0.229091,0.181474,0.18863,0.180358,0.178681,0.167748,0.186579,0.183314,0.21481,0.20932,0.218341,0.184495,0.196452,0.215883,0.198485,0.182457,0.19445,0.186198,0.184304,0.196842,0.219959,0.172818,0.193667,0.191456,0,0,0,0,,
227.04,0.222099,0.216858,0.215639,0.229175,0.181457,0.187909,0.180846,0.177747,0.16602,0.184402,0.181622,0.212694,0.207407,0.217325,0.183386,0.196004,0.212252,0.196948,0.180065,0.194497,0.184256,0.183578,0.195146,0.218663,0.173064,0.190618,0.188106,0,0,0,0,,
229.04,0.223875,0.218977,0.216332,0.230032,0.180803,0.188162,0.179591,0.176802,0.166206,0.184182,0.182427,0.211638,0.204595,0.217467,0.183359,0.194486,0.208928,0.197686,0.179961,0.193324,0.183296,0.182623,0.19411,0.218856,0.171605,0.192834,0.187203,0,0,0,0,,
231.04,0.223737,0.219545,0.215806,0.22884,0.181438,0.188842,0.180173,0.177412,0.164799,0.185374,0.182302,0.210687,0.203851,0.216571,0.181875,0.193023,0.206208,0.196814,0.178977,0.192876,0.180601,0.182818,0.193886,0.217087,0.17202,0.192134,0.184875,0,0,0,0,,
233.04,0.219695,0.218419,0.217754,0.229598,0.182079,0.188198,0.180915,0.176947,0.166107,0.186192,0.182923,0.208872,0.203858,0.215049,0.183732,0.193551,0.20838,0.197963,0.17945,0.195888,0.181139,0.183199,0.192982,0.216654,0.172938,0.192948,0.189297,0,0,0,0,,
235.04,0.221246,0.220306,0.216428,0.230095,0.180515,0.187944,0.180023,0.177768,0.166532,0.186134,0.182268,0.210066,0.204109,0.216159,0.184166,0.193942,0.2055,0.196896,0.179682,0.192965,0.180234,0.182942,0.19275,0.215092,0.172871,0.191791,0.186722,0,0,0,0,,
237.04,0.221737,0.21969,0.213635,0.228629,0.181365,0.186453,0.179354,0.17717,0.166376,0.186681,0.182321,0.209243,0.201832,0.214435,0.183362,0.191885,0.204772,0.196558,0.179005,0.194411,0.180369,0.181759,0.190778,0.213181,0.171913,0.190542,0.185033,0,0,0,0,,
239.04,0.220457,0.220275,0.215685,0.228398,0.180577,0.187569,0.178127,0.177144,0.166628,0.183142,0.181481,0.209625,0.201004,0.213801,0.182963,0.191987,0.201458,0.196448,0.177641,0.195793,0.180661,0.180661,0.190862,0.211009,0.17172,0.18996,0.184037,0,0,0,0,,
241.04,0.222514,0.220077,0.21375,0.228722,0.1807,0.188784,0.178552,0.177,0.164721,0.183766,0.181275,0.205969,0.20166,0.214131,0.18182,0.189699,0.200531,0.193618,0.177601,0.192719,0.177085,0.179177,0.188632,0.20871,0.171392,0.188422,0.182201,0,0,0,0,,
243.04,0.22222,0.22085,0.214943,0.228536,0.18076,0.187845,0.178167,0.177623,0.16662,0.1853,0.182233,0.207159,0.200869,0.213387,0.182959,0.192136,0.201631,0.194551,0.176665,0.194263,0.179708,0.180479,0.1899,0.210118,0.173278,0.188561,0.181265,0,0,0,0,,
245.04,0.222957,0.218178,0.216047,0.229396,0.181718,0.187483,0.179322,0.177117,0.165541,0.185802,0.181633,0.207197,0.199616,0.21166,0.182585,0.189948,0.199225,0.193716,0.177426,0.192518,0.177869,0.178458,0.188786,0.208386,0.17134,0.188919,0.180109,0,0,0,0,,
247.04,0.223665,0.22012,0.217666,0.229242,0.181949,0.189592,0.178549,0.178282,0.166307,0.185107,0.181738,0.205331,0.198774,0.210379,0.180955,0.190697,0.199052,0.192635,0.177022,0.190598,0.179285,0.178428,0.187338,0.208859,0.172797,0.189101,0.179564,0,0,0,0,,
249.04,0.222825,0.221078,0.21711,0.228977,0.182598,0.187838,0.180644,0.178553,0.165058,0.184861,0.181533,0.204921,0.200799,0.212072,0.180839,0.189445,0.196073,0.194153,0.176369,0.192553,0.176321,0.178078,0.18877,0.206962,0.170868,0.188528,0.178099,0,0,0,0,,
251.04,0.221814,0.219933,0.217136,0.227106,0.181406,0.186514,0.178591,0.175688,0.165034,0.185093,0.181715,0.202885,0.199544,0.211359,0.181751,0.186129,0.195288,0.192466,0.174573,0.19113,0.177172,0.176697,0.186355,0.206652,0.172707,0.187444,0.176091,0,0,0,0,,
253.04,0.222689,0.219593,0.218873,0.228384,0.1825,0.188314,0.181646,0.177861,0.166877,0.184205,0.181805,0.204475,0.197454,0.211469,0.182878,0.185861,0.196728,0.192345,0.177101,0.190518,0.176025,0.176233,0.187583,0.206329,0.172358,0.187841,0.176867,0,0,0,0,,
255.04,0.22456,0.220568,0.216794,0.228035,0.182501,0.187241,0.181314,0.178419,0.164965,0.185131,0.182724,0.202747,0.198396,0.211938,0.183779,0.187352,0.193869,0.192561,0.176848,0.191444,0.178194,0.177005,0.187467,0.205186,0.173541,0.187852,0.175249,0,0,0,0,,
257.04,0.22184,0.220336,0.216501,0.227777,0.18069,0.187739,0.181218,0.178385,0.166571,0.185694,0.180269,0.203491,0.197716,0.209393,0.183195,0.187144,0.191051,0.192829,0.175805,0.189621,0.176404,0.175479,0.187087,0.20454,0.17221,0.186832,0.175553,0,0,0,0,,
259.04,0.220679,0.221131,0.215431,0.230286,0.180607,0.187705,0.181322,0.178281,0.165122,0.186077,0.182215,0.203013,0.197029,0.209224,0.1832,0.18755,0.19147,0.190392,0.176888,0.189895,0.176806,0.174605,0.186259,0.203052,0.172397,0.187113,0.176014,0,0,0,0,,
261.04,0.222366,0.217898,0.21738,0.227022,0.178368,0.186743,0.178982,0.177485,0.164985,0.18403,0.17986,0.202409,0.193677,0.205768,0.181819,0.186617,0.187772,0.189465,0.173927,0.18769,0.174991,0.172146,0.184225,0.201246,0.170495,0.187101,0.173185,0,0,0,0,,
263.04,0.222061,0.219315,0.21529,0.229812,0.180985,0.189714,0.181252,0.176739,0.165964,0.185718,0.181786,0.201785,0.193242,0.205344,0.183837,0.189155,0.189614,0.190241,0.174621,0.187256,0.176407,0.174219,0.185935,0.201158,0.174391,0.186178,0.172364,0,0,0,0,,
265.04,0.221484,0.219657,0.216456,0.227863,0.181193,0.188485,0.179387,0.176265,0.164917,0.183021,0.180963,0.199966,0.193187,0.205592,0.183244,0.186377,0.186906,0.187319,0.174721,0.187286,0.175506,0.170802,0.185371,0.200501,0.171678,0.184803,0.17255,0,0,0,0,,
267.04,0.222245,0.220621,0.217372,0.229174,0.182126,0.189409,0.180453,0.178198,0.165673,0.184297,0.181682,0.201935,0.190794,0.205813,0.183512,0.187929,0.187662,0.189026,0.174861,0.185897,0.174568,0.174614,0.185261,0.200905,0.172802,0.183782,0.172716,0,0,0,0,,
269.04,0.223012,0.219899,0.218563,0.229502,0.180944,0.187254,0.182338,0.178357,0.167008,0.186285,0.180907,0.19974,0.191833,0.207954,0.184412,0.187586,0.186542,0.187566,0.174846,0.184936,0.17576,0.174151,0.184884,0.200768,0.173273,0.185456,0.17131,0,0,0,0,,
271.04,0.221007,0.216374,0.216255,0.227717,0.179835,0.185392,0.17695,0.175812,0.166515,0.184065,0.18044,0.196998,0.189694,0.204765,0.181209,0.186132,0.183397,0.186127,0.17293,0.184669,0.173989,0.169658,0.184228,0.196443,0.171316,0.183375,0.1719,0,0,0,0,,
273.04,0.21924,0.217694,0.215961,0.227293,0.180039,0.187694,0.179926,0.175589,0.165674,0.183902,0.179267,0.198326,0.18809,0.202222,0.182086,0.184642,0.180746,0.18523,0.17168,0.186459,0.175038,0.170431,0.183068,0.197055,0.172868,0.182691,0.171393,0,0,0,0,,
275.04,0.220058,0.216799,0.215622,0.229358,0.180371,0.189342,0.179449,0.177391,0.1655,0.185507,0.180736,0.196719,0.188625,0.204473,0.182079,0.186779,0.180803,0.184539,0.171997,0.184928,0.174699,0.171768,0.18459,0.196891,0.172207,0.183297,0.171357,0,0,0,0,,
277.04,0.220774,0.218474,0.216962,0.226556,0.181274,0.187245,0.180353,0.176865,0.164682,0.18348,0.180412,0.196943,0.189475,0.202494,0.181991,0.184644,0.178587,0.185384,0.172622,0.185137,0.173917,0.170366,0.182452,0.194775,0.17199,0.180794,0.170474,0,0,0,0,,
279.04,0.221591,0.218386,0.216825,0.230425,0.180518,0.189263,0.180355,0.17685,0.167273,0.184522,0.180348,0.196319,0.187561,0.199551,0.182385,0.185003,0.178545,0.184506,0.171682,0.185893,0.174403,0.171958,0.183777,0.195362,0.171238,0.183305,0.170988,0,0,0,0,,
281.04,0.221721,0.219437,0.21651,0.228646,0.180946,0.187664,0.180359,0.175463,0.165346,0.184213,0.180501,0.196133,0.188154,0.200003,0.183077,0.1844,0.179095,0.183417,0.172251,0.183704,0.174571,0.171526,0.184612,0.195618,0.17317,0.182006,0.170347,0,0,0,0,,
283.04,0.221111,0.218465,0.216949,0.226543,0.179784,0.18711,0.178806,0.175522,0.164998,0.183306,0.179795,0.194997,0.186937,0.199651,0.181854,0.183323,0.177507,0.183944,0.171981,0.181014,0.172294,0.168677,0.183446,0.193321,0.171477,0.18062,0.170472,0,0,0,0,,
285.04,0.221347,0.219825,0.216258,0.227725,0.181122,0.187297,0.18247,0.177295,0.167027,0.184969,0.18053,0.194243,0.187133,0.201928,0.183091,0.184099,0.178033,0.186344,0.171878,0.182935,0.174611,0.170466,0.183717,0.193112,0.17402,0.181016,0.171166,0,0,0,0,,
287.04,0.221971,0.219111,0.217094,0.226465,0.18013,0.186826,0.180487,0.178387,0.165876,0.182812,0.180588,0.192373,0.187273,0.200372,0.183043,0.184278,0.176015,0.183669,0.171299,0.17984,0.173026,0.17017,0.182558,0.19277,0.172835,0.178612,0.171222,0,0,0,0,,
289.04,0.221816,0.21819,0.216686,0.23007,0.181311,0.188154,0.179319,0.175924,0.165934,0.183805,0.178978,0.193926,0.185912,0.200476,0.180429,0.182867,0.176306,0.183418,0.170787,0.18101,0.174072,0.170494,0.183242,0.19167,0.172193,0.181328,0.17007,0,0,0,0,,
291.04,0.219749,0.21937,0.21545,0.228773,0.179839,0.186868,0.179049,0.177014,0.164949,0.185047,0.179697,0.193569,0.186798,0.197703,0.182261,0.183497,0.173306,0.18344,0.172378,0.182934,0.1727,0.168526,0.182543,0.191736,0.172395,0.180408,0.168988,0,0,0,0,,
293.04,0.220911,0.221154,0.217552,0.228707,0.181044,0.189388,0.180526,0.177228,0.16625,0.18497,0.180893,0.193856,0.187437,0.195963,0.182966,0.1825,0.174386,0.182173,0.171463,0.181997,0.173188,0.169349,0.182067,0.192409,0.172664,0.179923,0.169884,0,0,0,0,,
295.04,0.222075,0.219569,0.218262,0.228093,0.178464,0.18771,0.181357,0.175844,0.164771,0.183146,0.178818,0.190799,0.18662,0.19588,0.181737,0.182386,0.17354,0.183221,0.170673,0.180997,0.172323,0.168193,0.18245,0.190349,0.173228,0.17967,0.168409,0,0,0,0,,
297.04,0.221308,0.220927,0.216695,0.227795,0.178833,0.189856,0.177728,0.176567,0.163779,0.183529,0.179311,0.189997,0.1856,0.192519,0.18198,0.181451,0.173465,0.182242,0.168691,0.180775,0.172893,0.167332,0.181355,0.190973,0.172571,0.179791,0.168797,0,0,0,0,,
299.04,0.22318,0.220127,0.217478,0.229002,0.179643,0.188792,0.179782,0.178765,0.1678,0.184356,0.180254,0.19246,0.18753,0.192113,0.184754,0.183291,0.175014,0.18255,0.170317,0.181467,0.174513,0.170792,0.182564,0.191809,0.173438,0.180713,0.171646,0,0,0,0,,
301.04,0.221268,0.21972,0.216226,0.227757,0.179365,0.188398,0.178896,0.177543,0.166432,0.184983,0.180331,0.19168,0.185773,0.192536,0.183506,0.183175,0.17274,0.182991,0.171,0.180311,0.173388,0.170026,0.181793,0.189908,0.173015,0.180114,0.170067,0,0,0,0,,
303.04,0.219653,0.218903,0.217147,0.229875,0.178868,0.187017,0.178561,0.177322,0.165711,0.184271,0.179331,0.190345,0.184344,0.191282,0.182879,0.182622,0.1705,0.181884,0.169413,0.180899,0.172884,0.168117,0.183391,0.188681,0.174086,0.179919,0.168859,0,0,0,0,,
305.04,0.222756,0.220825,0.21675,0.229594,0.180377,0.188477,0.181597,0.178811,0.165271,0.184694,0.180522,0.190619,0.184894,0.192311,0.183039,0.181407,0.170629,0.182377,0.171312,0.178837,0.172645,0.169751,0.181811,0.190317,0.172592,0.17856,0.169703,0,0,0,0,,
307.04,0.222022,0.22055,0.216784,0.228503,0.179769,0.188311,0.179976,0.17724,0.164975,0.183555,0.178938,0.188253,0.184486,0.18766,0.182503,0.181487,0.169092,0.182514,0.170123,0.177664,0.173003,0.168163,0.18096,0.187478,0.172142,0.178919,0.169544,0,0,0,0,,
309.04,0.222031,0.219587,0.215135,0.229744,0.180558,0.189087,0.179908,0.177564,0.165469,0.185383,0.179375,0.186511,0.184541,0.190548,0.183074,0.182836,0.1708,0.182185,0.170304,0.179092,0.173516,0.169688,0.182893,0.189708,0.172705,0.180676,0.172332,0,0,0,0,,
311.04,0.221722,0.221457,0.217114,0.230734,0.179836,0.188798,0.179222,0.177239,0.166748,0.184732,0.178575,0.186045,0.183671,0.189147,0.182485,0.181182,0.169556,0.18208,0.171534,0.178766,0.173854,0.169165,0.182746,0.189176,0.17472,0.179291,0.172353,0,0,0,0,,
313.04,0.22154,0.219753,0.217363,0.229433,0.17989,0.189377,0.181178,0.177975,0.166811,0.183789,0.178947,0.185417,0.184172,0.187666,0.183101,0.181314,0.169169,0.18203,0.169309,0.178677,0.173102,0.16759,0.182122,0.187928,0.173829,0.179379,0.174505,0,0,0,0,,
315.04,0.223807,0.219914,0.218498,0.231643,0.179768,0.191312,0.179705,0.177375,0.165632,0.185328,0.180375,0.183597,0.185946,0.189784,0.183585,0.183807,0.168752,0.182928,0.171276,0.177718,0.176158,0.168305,0.182937,0.188429,0.172214,0.17999,0.177763,0,0,0,0,,
317.04,0.223628,0.22053,0.217135,0.231434,0.179998,0.189607,0.17966,0.178082,0.165088,0.183676,0.17963,0.183274,0.184115,0.189827,0.182541,0.181888,0.166238,0.183053,0.170563,0.177174,0.173426,0.168988,0.183115,0.185984,0.173658,0.178093,0.180935,0,0,0,0,,
319.04,0.225167,0.221439,0.218173,0.232793,0.180745,0.190818,0.180878,0.17767,0.166422,0.184633,0.180995,0.182976,0.1863,0.186432,0.18368,0.182723,0.169356,0.182741,0.171881,0.17911,0.174244,0.16965,0.184173,0.188312,0.172848,0.179969,0.184206,0,0,0,0,,
321.04,0.221503,0.219733,0.215187,0.229671,0.179081,0.187217,0.178981,0.176829,0.16452,0.18324,0.178113,0.18222,0.18407,0.185635,0.183296,0.181927,0.164897,0.182107,0.168889,0.17604,0.172914,0.167875,0.18269,0.186261,0.173216,0.179087,0.185014,0,0,0,0,,
323.04,0.223587,0.220039,0.216359,0.231428,0.17829,0.188843,0.180017,0.178161,0.165759,0.185105,0.179343,0.184071,0.183327,0.185017,0.182213,0.182016,0.166639,0.18118,0.171327,0.177048,0.174011,0.167195,0.182335,0.187015,0.173669,0.179033,0.189082,0,0,0,0,,
325.04,0.223354,0.218554,0.215972,0.230812,0.180758,0.187225,0.180171,0.178066,0.16615,0.184539,0.179228,0.180517,0.184049,0.185965,0.182834,0.181756,0.165992,0.182069,0.170754,0.177527,0.1728,0.168351,0.181682,0.186038,0.173335,0.178958,0.193829,0,0,0,0,,
327.04,0.224184,0.22053,0.216927,0.231947,0.180609,0.187624,0.180625,0.177868,0.166866,0.184237,0.179039,0.178194,0.182681,0.185682,0.18333,0.18075,0.167654,0.182566,0.170375,0.175656,0.174193,0.16813,0.182033,0.185576,0.171901,0.178857,0.193468,0,0,0,0,,
329.04,0.222513,0.220137,0.215323,0.229724,0.179416,0.189533,0.181151,0.17739,0.165066,0.183107,0.179213,0.178414,0.183546,0.184792,0.182349,0.180019,0.167314,0.182881,0.168537,0.173487,0.170842,0.168326,0.181897,0.183884,0.17053,0.179932,0.191138,0,0,0,0,,
331.04,0.222942,0.219255,0.213582,0.232456,0.178612,0.18706,0.179697,0.176204,0.165173,0.184914,0.179536,0.180456,0.181913,0.183222,0.181885,0.180346,0.166342,0.181352,0.169061,0.175082,0.171313,0.168109,0.180438,0.185238,0.172023,0.1797,0.189696,0,0,0,0,,
333.04,0.223193,0.217821,0.215766,0.230016,0.178531,0.189392,0.178963,0.177457,0.165261,0.183244,0.179095,0.178003,0.183441,0.182604,0.182078,0.181882,0.165011,0.183081,0.168291,0.175477,0.173018,0.16741,0.182139,0.183985,0.171879,0.180525,0.188502,0,0,0,0,,
335.04,0.223763,0.218671,0.214515,0.232246,0.179418,0.189908,0.18126,0.177548,0.167085,0.185343,0.179511,0.178657,0.185348,0.184623,0.183488,0.182373,0.166391,0.182732,0.170789,0.174213,0.173436,0.167786,0.18191,0.185172,0.173763,0.179554,0.186653,0,0,0,0,,
337.04,0.223746,0.219052,0.217681,0.232348,0.179618,0.188145,0.179464,0.177942,0.16698,0.186686,0.179913,0.178474,0.185363,0.185058,0.183078,0.182067,0.164838,0.183893,0.169983,0.17415,0.173313,0.167576,0.182908,0.185818,0.173232,0.180581,0.183521,0,0,0,0,,
339.04,0.224901,0.219427,0.21579,0.233385,0.180834,0.189258,0.18193,0.17826,0.169163,0.185432,0.181433,0.179539,0.185013,0.182141,0.185348,0.183708,0.167396,0.184671,0.170165,0.175303,0.174928,0.169036,0.184935,0.188495,0.175543,0.185734,0.18197,0,0,0,0,,
341.04,0.225706,0.222439,0.218415,0.234587,0.18213,0.193092,0.183325,0.180725,0.170021,0.186666,0.181467,0.179199,0.186701,0.182972,0.186565,0.184026,0.168976,0.185117,0.171806,0.17477,0.177161,0.170953,0.183786,0.187724,0.177014,0.186854,0.181573,0,0,0,0,,
343.04,0.2253,0.22118,0.218092,0.2325,0.180598,0.18938,0.181177,0.178922,0.167661,0.184697,0.180259,0.179048,0.185641,0.182066,0.184156,0.182594,0.167526,0.184008,0.172499,0.173938,0.175736,0.16791,0.184728,0.186071,0.17574,0.186731,0.180965,0,0,0,0,,
345.04,0.223924,0.220975,0.217058,0.23198,0.180518,0.189531,0.179819,0.178126,0.167492,0.185456,0.18019,0.177109,0.184029,0.182944,0.183469,0.18179,0.16476,0.183415,0.169403,0.173877,0.174981,0.169918,0.182623,0.185091,0.174656,0.18753,0.176456,0,0,0,0,,
347.04,0.223211,0.221002,0.217288,0.229802,0.179927,0.189277,0.178707,0.176478,0.167438,0.186206,0.17974,0.177757,0.184354,0.1813,0.184306,0.182041,0.164965,0.183995,0.170168,0.173495,0.174983,0.169773,0.182928,0.184803,0.174076,0.188328,0.177793,0,0,0,0,,
349.04,0.221721,0.219554,0.216717,0.231707,0.180592,0.1892,0.181587,0.177816,0.16691,0.186662,0.179578,0.17817,0.183279,0.180136,0.184843,0.183545,0.165955,0.183416,0.169812,0.172273,0.174697,0.167776,0.182774,0.185763,0.173935,0.187884,0.17406,0,1,0,0,351.75," ""LED 10 s"""
351.75,0.221383,0.220972,0.21736,0.230378,0.180039,0.187679,0.180647,0.178153,0.166885,0.185434,0.179013,0.177445,0.183801,0.181031,0.183874,0.182468,0.163338,0.18354,0.170053,0.174031,0.174941,0.168148,0.182486,0.184622,0.174239,0.189522,0.17551,0,0,0,0,,
366.65,0.231361,0.22789,0.226974,0.239076,0.187864,0.19744,0.189476,0.185832,0.173658,0.192386,0.18771,0.22272,0.233935,0.233221,0.192225,0.221191,0.188818,0.214078,0.198398,0.183191,0.1975,0.192893,0.222385,0.236886,0.183349,0.205961,0.212576,0,0,0,0,,
368.65,0.229462,0.225042,0.221786,0.236528,0.185451,0.196822,0.186662,0.18306,0.172432,0.19014,0.1847,0.213276,0.227118,0.223333,0.190659,0.223686,0.188596,0.20787,0.200447,0.181544,0.200585,0.192776,0.224179,0.228119,0.182883,0.200183,0.206634,0,0,0,0,,
